20405,0.9913703703703703,0.7843333333333333,0.785
20403,0.9913333333333333,0.7846666666666666,0.7853333333333333
20401,0.9912962962962963,0.785,0.7853333333333333
20362,0.9909259259259259,0.7853333333333333,0.7846666666666666
20358,0.9908518518518519,0.7856666666666666,0.7846666666666666
20348,0.9907777777777778,0.786,0.7846666666666666
20346,0.9907407407407407,0.7863333333333333,0.7846666666666666
20344,0.9907037037037038,0.7866666666666666,0.785
20338,0.9906296296296296,0.787,0.785
20336,0.9905925925925926,0.7873333333333333,0.785
20334,0.9905555555555555,0.7876666666666666,0.785
20332,0.9905185185185185,0.788,0.785
20330,0.9904814814814815,0.7883333333333333,0.785
20328,0.9904444444444445,0.7886666666666666,0.785
20257,0.99,0.789,0.785
20255,0.9899629629629629,0.7893333333333333,0.7843333333333333
20128,0.9892962962962963,0.7896666666666666,0.784
20102,0.9890740740740741,0.79,0.784
20059,0.989037037037037,0.7903333333333333,0.784
20021,0.9881111111111112,0.7906666666666666,0.784
20017,0.988037037037037,0.791,0.784
20015,0.988,0.7913333333333333,0.784
20009,0.9878888888888889,0.7916666666666666,0.7843333333333333
20003,0.9878148148148148,0.792,0.7843333333333333
19894,0.9869629629629629,0.7923333333333333,0.784
19888,0.9868518518518519,0.7926666666666666,0.784
19886,0.9868148148148148,0.793,0.7836666666666666
19882,0.9867407407407407,0.7933333333333333,0.7836666666666666
19880,0.9867037037037037,0.7936666666666666,0.7836666666666666
19874,0.9866666666666667,0.794,0.7833333333333333
19866,0.9865555555555555,0.7943333333333333,0.7833333333333333
19862,0.9865185185185186,0.7946666666666666,0.7833333333333333
19854,0.9864074074074074,0.795,0.7833333333333333
19850,0.9863703703703703,0.7953333333333333,0.7836666666666666
19848,0.9863333333333333,0.7956666666666666,0.7836666666666666
19846,0.9862962962962963,0.796,0.7836666666666666
19842,0.9862592592592593,0.7963333333333333,0.7836666666666666
19828,0.9860740740740741,0.7966666666666666,0.7836666666666666
19820,0.986,0.7973333333333333,0.7836666666666666
19816,0.9859629629629629,0.7976666666666666,0.7836666666666666
19806,0.9858148148148148,0.798,0.7836666666666666
19753,0.9855185185185186,0.7983333333333333,0.784
19716,0.9852592592592593,0.7986666666666666,0.784
19675,0.9852592592592593,0.799,0.7843333333333333
19673,0.9852222222222222,0.7996666666666666,0.7843333333333333
19671,0.9852222222222222,0.8,0.7843333333333333
19667,0.9851851851851852,0.8003333333333333,0.7843333333333333
19661,0.9851111111111112,0.8006666666666666,0.7843333333333333
19657,0.9850740740740741,0.801,0.7846666666666666
19651,0.9848888888888889,0.8016666666666666,0.7846666666666666
19635,0.9846666666666667,0.802,0.7846666666666666
19627,0.9845925925925926,0.8023333333333333,0.7846666666666666
19602,0.9842592592592593,0.8026666666666666,0.786
19600,0.9842222222222222,0.803,0.786
19596,0.9841851851851852,0.8033333333333333,0.7863333333333333
19594,0.9841481481481481,0.8036666666666666,0.7863333333333333
19588,0.9840740740740741,0.804,0.7863333333333333
19586,0.984037037037037,0.8043333333333333,0.7863333333333333
19584,0.984,0.8046666666666666,0.7863333333333333
19580,0.9839629629629629,0.8053333333333333,0.7863333333333333
19578,0.9839259259259259,0.8056666666666666,0.7863333333333333
19568,0.9837407407407407,0.806,0.7863333333333333
19562,0.9836296296296296,0.8063333333333333,0.7866666666666666
19560,0.9835925925925926,0.8066666666666666,0.7866666666666666
19493,0.9832962962962963,0.807,0.7866666666666666
19487,0.9831481481481481,0.8073333333333333,0.7866666666666666
19481,0.9830740740740741,0.8076666666666666,0.7866666666666666
19467,0.9828518518518519,0.8083333333333333,0.7866666666666666
19465,0.9828148148148148,0.8086666666666666,0.7866666666666666
19463,0.9827407407407407,0.8096666666666666,0.7866666666666666
19457,0.9826666666666667,0.81,0.7866666666666666
19455,0.9826296296296296,0.8103333333333333,0.787
19453,0.9825925925925926,0.8106666666666666,0.787
19447,0.9825185185185186,0.811,0.7873333333333333
19439,0.9824074074074074,0.8113333333333334,0.7873333333333333
19437,0.9823703703703703,0.8116666666666666,0.7873333333333333
19421,0.9822222222222222,0.812,0.7873333333333333
19419,0.9821851851851852,0.8126666666666666,0.7873333333333333
19405,0.982037037037037,0.813,0.7873333333333333
19403,0.982,0.8133333333333334,0.7873333333333333
19401,0.981925925925926,0.8136666666666666,0.787
19391,0.9817777777777777,0.8143333333333334,0.787
19389,0.9817407407407407,0.8146666666666667,0.787
19383,0.9816296296296296,0.815,0.7866666666666666
19363,0.9813703703703703,0.816,0.7873333333333333
19361,0.9812962962962963,0.8163333333333334,0.7873333333333333
19347,0.9810740740740741,0.8166666666666667,0.7876666666666666
19345,0.981037037037037,0.817,0.7876666666666666
19341,0.981,0.8173333333333334,0.7876666666666666
19331,0.9808518518518519,0.8176666666666667,0.7876666666666666
19291,0.9801851851851852,0.818,0.7873333333333333
19271,0.979925925925926,0.8183333333333334,0.7873333333333333
19203,0.9795555555555555,0.8186666666666667,0.7873333333333333
19201,0.9795185185185186,0.819,0.7873333333333333
19199,0.9794444444444445,0.8193333333333334,0.7873333333333333
19197,0.9794074074074074,0.8196666666666667,0.7873333333333333
19189,0.9792962962962963,0.82,0.7873333333333333
19183,0.9792222222222222,0.8203333333333334,0.7873333333333333
19181,0.9791851851851852,0.8206666666666667,0.7873333333333333
19177,0.9791481481481481,0.821,0.7873333333333333
19175,0.9791111111111112,0.8213333333333334,0.7883333333333333
19173,0.9790740740740741,0.8216666666666667,0.788
19171,0.979037037037037,0.822,0.788
19167,0.979,0.8223333333333334,0.788
19165,0.9789629629629629,0.8226666666666667,0.788
